"Id","s0"
132,216470.168487521
133,153261.087014134
134,215376.656642025
135,162986.4949857
136,188739.898194264
137,137459.085289329
138,206558.352338624
139,240534.07901976
140,200082.868013817
141,105260.810022993
142,233632.418288222
143,127864.040070931
144,216112.480552797
145,145630.106185976
146,150312.220652696
147,107236.600158897
148,209248.290575332
149,155713.415075249
150,108932.468459459
151,132405.691857236
152,320135.100795127
153,185131.429752548
154,194984.312982105
155,118455.332967457
156,93342.4533057936
157,112708.025751461
158,272843.919399559
159,233519.833068076
160,280940.927936682
161,169914.828839534
162,391828.228522188
163,242856.210623598
164,91668.9622742514
165,149930.113606336
166,128859.375764171
167,193832.384283292
168,344172.743713865
169,194542.699525257
170,228635.566316529
171,121147.158378202
172,196027.442961045
173,234771.309129806
174,161602.046993066
175,194910.016942568
176,208807.704781234
177,211029.751457536
178,170354.217585648
179,430351.231713652
180,110850.801493189
181,170184.119580191
182,170298.500779206
183,125182.407958017
184,193292.202122712
185,123620.60100654
186,331071.97074321
187,179157.99335622
188,122733.257779
189,148614.618301463
190,277913.152010368
191,255569.098833406
192,196461.031251278
193,202064.094692499
194,159079.620613963
195,121153.974312146
196,149084.953806291
197,294731.744261465
198,243092.361922961
199,123614.876827413
200,307275.469580476
201,127986.673518425
202,166343.267322047
203,116733.114039408
204,143902.855226294
205,115446.132604993
206,179154.596186089
207,136710.466489634
208,128464.793642266
209,237568.777851715
210,151950.076083526
211,90935.4629335291
212,164137.073789914
213,235549.525213926
214,145633.503892588
215,160433.410190029
216,139556.44578512
217,203275.543315472
218,94271.9978098469
219,244912.888364843
220,175895.888493026
221,203946.674648602
222,204229.397498105
223,171105.74793569
224,112945.46057173
225,431055.951118226
226,98943.4664626543
227,267822.549469373
228,105495.119097815
229,112078.826900835
230,192569.340293406
231,137593.515656832
232,354501.624777614
233,100337.594984967
234,125496.322711468
235,208998.659387296
236,96753.7110386783
237,194204.639317682
238,211768.599747498
239,277388.318990972
240,127787.129757683
241,240893.888580626
242,109742.539940149
243,95818.3033748375
244,137435.256108873
245,226627.367902146
246,218994.903919344
247,139127.084580421
248,152987.470489485
249,191458.218792239
250,306658.021907072
251,81017.9409112858
252,256334.939861239
253,175007.964855833
254,162902.318599116
255,142240.223173485
256,218494.356155759
257,196847.136018479
258,211929.588021458
259,215059.452828848
260,98554.8335473065
261,177858.645463593
262,308195.869344695
263,153965.841088949
264,123755.05663911
265,85950.423807497
266,184930.609274346
267,181134.127697626
268,177166.434418435
269,107281.199013418
270,149577.402750274
271,257480.279666942
272,225884.011842848
273,316548.140826205
274,166138.918971215
275,126646.114411395
276,164196.686917291
277,204662.975917284
278,114215.244713746
279,380749.531778159
280,212632.344012488
281,217759.802019573
282,184858.584256613
283,210380.450896444
284,236572.478905178
285,187799.017601172
286,164828.86338205
287,183561.686867312
288,97594.3131642471
289,110554.574105758
290,133290.187692144
291,243917.933929656
292,122849.924810352
293,135923.292847058
294,232465.041057086
295,175973.638951815
296,147575.158082048
297,134267.950204325
298,224607.259466916
299,180857.826537218
300,171878.170335326
301,157468.089618135
302,266178.168668151
303,216550.025852052
304,128900.102153449
305,266520.400437665
306,274314.361734176
307,231318.943628385
308,109198.494559824
309,105313.445615498
310,371931.846366885
311,170782.064488851
312,138369.444467639
313,125655.309801094
314,327031.830559769
315,177643.224351348
316,191588.898267234
317,252537.205821893
318,249515.649499325
319,309745.72090208
320,195533.170937582
321,333051.081155783
322,324199.34890939
323,259902.314149652
324,124891.308020949
325,241580.137919962
326,91358.8914678028
327,267707.859458535
328,150085.434518011
329,152840.227085692
330,94461.8071060519
331,151610.254481583
332,129132.092943518
333,307938.709216184
334,217082.604432436
335,195871.222017534
336,268943.969635107
337,356442.024710496
338,211695.051864796
339,218000.981520314
340,154546.02326867
341,227194.706802505
342,89359.6694806935
343,83911.2887487598
344,295439.643662427
345,94542.6241890094
346,127660.398319415
347,145393.10466481
348,182638.783158539
349,194483.741710856
350,434664.656772698
351,309759.125753936
352,194256.369626848
353,104202.661366734
354,111253.993094012
355,155400.815802616
356,172193.559403806
357,168284.761602342
358,127750.760106395
359,124938.742829182
360,277837.079651587
361,144807.836201298
362,129441.907508177
363,175357.333313425
364,121858.350085714
365,183848.775927415
366,129479.899222977
367,169976.739821036
368,158995.742570204
369,140451.679358062
370,170318.233843631
371,174831.882081558
372,124204.281689154
373,118255.930924574
374,130998.297684976
375,202934.010628529
376,62100.2325015108
377,135038.709097946
378,271126.60838735
379,336082.413481111
380,178095.444581741
381,139898.396331636
382,201370.048936953
383,200096.157003509
384,90375.0992670843
385,265745.339951566
386,187029.996643328
387,92390.4267269792
388,136338.101509909
389,190586.830279715
390,417288.971604556
391,130889.984411679
392,217801.639045922
393,104102.238281997
394,82675.5477674295
395,107463.164242231
396,131892.599018918
397,120853.790565725
398,147850.887779356
399,83629.1334207848
400,207321.895778991
401,238162.356764292
402,197862.688787612
403,103184.616391226
404,248265.890249449
405,165972.167035527
406,144267.488541105
407,128408.284088979
408,165865.51392984
409,280993.296396048
410,306346.009430474
411,103649.323441834
412,137823.162472058
413,232688.455741863
414,111710.919774017
415,230015.551276131
416,196572.188855813
417,155877.325442479
418,219720.294829583
419,108029.881785873
420,136324.604291729
421,203805.752527272
422,213778.758204397
423,124567.81633417
424,315275.980867038
425,143452.261895445
426,143313.309237533
427,227519.728492636
428,111522.284897076
429,191983.591036316
430,190189.281066692
431,96622.6984608113
432,105893.643679708
433,121427.788648144
434,173668.037133919
435,79920.270563992
436,211612.508527871
437,117084.549057466
438,113317.861309728
439,97519.7894182935
440,141088.671280637
441,480264.476692554
442,108658.479125041
443,139012.099466696
444,193234.453012491
445,215635.264447533
446,154846.329904368
447,203402.815717971
448,201958.302315981
449,125335.254830681
450,110880.865531981
451,111566.051268083
452,256206.835132844
453,203430.846131499
454,204038.537015162
455,174152.994903718
456,169409.828490552
457,96399.9391802594
458,212270.889755471
459,158469.496336942
460,116114.596817784
461,235761.159450157
462,169508.524942836
463,110186.115901419
464,171504.46612919
465,118822.409980784
466,176568.539523938
467,178435.420696797
468,159720.867219157
469,253662.706899679
470,182190.669708184
471,225406.292939992
472,190708.555586768
473,138959.829091699
474,351940.008782759
475,256365.363549173
476,127450.60279282
477,209063.690673496
478,367120.126146128
479,281132.608673955
480,119642.609444539
481,344836.311570113
482,349857.077516273
483,174754.593103359
484,162747.656468119
485,131308.400491557
486,147536.600784693
487,143669.848216995
488,174104.272494906
489,137074.581027896
490,88735.4124521864
491,110111.946675023
492,153739.310461438
493,174061.819769614
494,139261.379151015
495,100938.893543831
496,70998.0588686121
497,392794.795368372
498,160560.834750983
499,127417.117724219
500,120708.94397562
501,116338.008054495
502,209586.064875285
503,144524.725796072
504,249294.895859314
505,137416.684183529
506,134190.677131865
507,222320.318308386
508,183310.789709194
509,168949.322042914
510,132780.517057974
511,163071.308502078
512,206772.868759351
513,116755.635403177
514,146418.46594863
515,96220.0488301349
516,398460.658122582
517,167652.159203702
518,268226.705139017
519,188245.754739868
520,232456.668575088
521,92798.6654815229
522,154811.17511953
523,157946.267241671
525,297000.577242596
526,185075.799414954
527,130468.005829971
528,412690.796167994
529,86529.4559124605
530,238813.001877141
531,189355.225250491
532,134734.69399248
533,103516.066816951
534,37846.1629128177
535,198554.045749134
536,127396.800226728
537,188735.852356674
538,116973.667164031
539,131121.021166634
540,240889.809641732
541,338199.583907794
542,270723.200819347
543,216175.516350299
544,129710.405622644
545,216887.132446149
546,231496.162155167
547,157800.033646442
548,124945.559744474
549,118610.747921728
550,223357.641885543
551,129896.243956485
552,109345.616986531
553,274143.318935441
554,105134.586921941
555,265471.79740279
556,106480.836447173
557,137493.327194442
558,116042.417287682
559,203219.042437027
560,191803.191637707
561,154637.040571067
562,162520.686548249
563,121228.494423893
564,166442.340375518
565,271531.324471822
566,119003.808103528
567,324758.097873728
568,215979.947464922
569,281121.678724758
570,136303.958549488
571,163974.621895701
572,120703.560763626
573,219120.164369036
574,166345.107541383
575,132737.213535895
576,114237.256156653
577,146624.287978013
578,146153.267025162
579,156122.260960517
580,132147.686462982
581,184547.000637729
582,342085.420003092
583,116791.66514596
584,274951.910137301
585,128389.191567816
586,334821.799630558
587,114281.613425523
588,122445.914509043
589,239560.752376332
590,95478.3628343353
591,190744.970702326
592,415947.840915304
593,141182.031267903
594,139456.646339112
595,115702.08416588
596,325738.951455976
597,112658.271600707
598,201797.635252751
599,206012.740162284
600,145265.114932864
601,282473.899600232
602,135113.74601168
603,218317.388152029
604,152329.396331407
605,218839.373608674
606,206238.92728006
607,152389.97822245
608,184509.552137762
609,269203.473582083
610,110867.89515229
611,316739.609147183
612,149745.455820401
613,259200.545767272
614,138890.296560233
615,76046.5747746531
616,149012.676653152
617,185035.814805625
618,115820.416036776
619,329406.635055496
620,309363.723752853
621,72485.6329810023
622,235233.076201905
623,124990.262987509
624,169774.55603542
625,170076.594154059
626,139286.424719449
627,132525.107311525
628,170322.460542196
629,178860.314249897
630,159666.934497502
631,118164.745293955
632,232907.741421088
633,181508.761733323
634,134966.019127554
635,139289.46221922
636,174939.051894048
637,55882.3749744506
638,110770.209192106
639,90286.5272405484
640,250825.719120442
641,284941.476315698
642,229153.116329354
643,334722.665591584
644,145783.113204652
645,325199.961610032
646,138588.987169752
647,100783.043105985
648,141498.756354456
649,156097.07613236
650,75603.3925122249
651,200090.168729231
652,114770.477969313
653,190855.022983335
654,134516.396317238
655,341509.682348239
656,102624.844611357
657,147144.217349354
658,157429.486292435
659,135026.532271848
660,169646.85340335
661,196639.284302918
662,388633.418122956
663,149376.056563818
664,128586.232838228
665,363425.102618353
666,230781.723215239
667,180881.549587022
668,201462.211755131
669,155469.900101505
670,115884.869739812
671,179928.270921217
672,118961.633608771
673,176382.684515995
674,241387.17345557
675,149644.442190093
676,148044.632901853
677,103047.842219627
678,109361.382689041
679,323910.330752593
680,122179.69322514
681,127988.664709508
682,120566.503519831
683,177871.31368205
684,268465.562794758
685,224485.418847656
686,225134.990572098
687,219257.732922342
688,158345.755370369
689,266538.68292283
690,196708.103012281
691,147833.8060651
693,296805.823289034
694,101924.891638693
695,127672.45258135
696,181438.081266123
697,87458.9028411106
698,127597.411017816
699,134525.506319715
700,189174.513814456
701,303876.384935921
702,146631.095377983
703,345752.607526761
704,145205.347121308
705,206437.888554461
706,69413.5453779506
707,300117.782854692
708,225129.442808449
709,190456.659769534
710,105997.346826332
711,70290.5220168592
712,98148.2956817547
713,208041.396956495
714,108255.533586143
715,179787.291987761
716,150579.388637059
717,187279.565011041
718,155496.68252566
719,307167.886403489
720,132668.621153113
721,263337.296055361
722,139416.039459959
723,120004.390399604
724,127722.148771953
725,295960.974143524
726,117383.393092131
727,256722.019090036
728,189184.539676598
729,154872.990987973
730,99647.0679363248
731,248557.713498247
732,197659.864957934
733,228583.470524171
734,133612.79799582
735,110499.172986508
736,157501.32164072
737,85179.9928935166
738,224955.129303292
739,140505.745529053
740,192602.844095913
741,117944.181789541
742,136196.369417486
743,174716.185733671
744,149095.482778482
745,218793.623487041
746,301734.408449502
747,229439.006432412
748,201651.86983518
749,255397.098372655
750,88619.4723747398
751,94850.1890481825
752,162510.832136572
753,199179.424829502
754,275090.533661714
755,161200.040964305
756,158473.121525715
757,218518.772556227
758,142617.09675687
759,165800.374285785
760,304229.459409111
761,123246.755936944
762,112721.41902984
763,196031.199752074
764,310832.274140363
765,240255.302496018
766,264771.478629676
767,190071.148073609
768,171623.522405157
769,229538.000939348
770,449608.958789095
771,118707.153746986
772,115565.507458462
773,135084.038707774
774,114529.874245283
775,296799.612863711
776,162586.691202706
777,231561.098654629
778,126637.054225868
779,147546.44628061
780,144895.648819834
781,166707.572998919
782,173344.549272441
783,194799.399355616
784,158870.597877913
785,124987.573097073
786,156943.785660789
787,131667.943847208
788,224776.673849903
789,104977.417323631
790,224607.57748915
791,165679.357195627
792,154472.086452678
793,250783.121525182
794,223518.373637409
795,198947.240146378
796,160046.093488979
797,140250.415886332
798,96969.6410261823
799,420487.015846578
800,157833.906868424
801,199744.190695221
802,121264.929360608
803,195286.470134021
804,415228.1478936
805,116584.339720089
806,218593.970509369
807,124624.205821861
808,182814.335193079
809,141616.423599099
810,125759.628737237
811,172022.443812379
812,148682.658348522
813,98332.4000424843
814,157456.022409837
815,111048.131080994
816,201664.179340336
817,128922.625448975
818,261180.78606603
819,156256.580177816
820,223917.644114333
821,182868.265351645
822,85438.5631356175
823,208769.723063781
824,145564.94993867
825,232062.471434868
826,421750.744414366
827,95251.583632751
828,198535.983502302
829,185197.544465511
830,150464.004505772
831,168259.59872362
832,149008.30769089
833,227232.5751269
834,168914.161823403
835,138289.69013615
836,123676.893920539
837,148691.505914147
838,104555.344668387
839,143925.906083761
840,127456.99088485
841,137033.396751995
842,144877.95107847
843,158053.539862677
844,130356.344513319
845,143793.776153576
846,172838.232897875
847,205822.240021977
848,133063.701576898
849,224293.430194072
850,186621.106235142
851,139566.140499043
852,195656.244615011
853,169858.13670354
854,173584.498677425
855,162408.582289414
856,136795.592339708
857,152118.390686357
858,156693.317940738
859,161917.069409792
860,232042.955701487
861,173297.025209319
862,125511.529963792
863,146754.86069122
864,131439.714757091
865,205191.55543971
866,136898.338873817
867,256478.384401066
868,115794.416618309
869,159896.820206027
870,223476.395845524
871,99536.1057420969
872,180768.609309649
873,120357.153206977
874,136729.248075189
875,98930.3605415119
876,303140.169805259
877,144557.458487472
878,343778.697858134
879,144345.921315441
880,135865.613503236
881,146426.342257257
882,214160.021412456
883,166180.487852807
884,122525.787909977
885,111984.649588905
886,248766.650797852
887,167121.283194288
888,138057.398447437
889,291411.368776582
890,164797.536095529
891,122726.175702019
892,165012.247646258
893,144378.201123169
894,146159.779429764
895,125722.878022204
896,166053.64174898
897,93870.6693522733
898,145705.670408113
899,436205.98973358
900,133648.050177277
901,111774.231972301
902,152051.214324564
903,181376.428134797
904,235567.46065651
905,111487.264304801
906,123114.101888965
907,262297.564204867
908,214862.14439949
909,127586.610304102
910,177093.080828265
911,166213.556571493
912,154397.073078909
913,94958.2153107436
914,164925.176332598
915,161318.748597329
916,87427.3915863324
917,57334.2974412175
918,130956.333274344
919,249935.423712739
920,189332.335802794
921,187081.252489368
922,152493.265483116
923,186838.115566056
924,193649.94114897
925,198198.174930727
926,153944.44757948
927,293287.494562864
928,186124.177777228
929,245261.592723551
930,216974.54421193
931,227083.712178687
932,122996.30286621
933,304797.670540828
934,200874.002903652
935,244924.98512931
936,86314.1195343981
937,185479.603548322
938,235757.846879425
939,242182.684034758
940,220566.452580851
941,187619.499473378
942,219398.253312103
943,120001.880920244
944,156783.058341721
945,163097.691145522
946,141585.001763742
947,141829.254389901
948,267364.107661281
949,205943.700378558
950,184394.309117547
951,137643.205071577
952,112944.806961014
953,123912.8088046
954,160723.93051313
955,121720.911371865
956,165688.080798983
957,127537.670420616
958,120892.800215755
959,194009.992731048
960,172380.975713192
961,117974.879103449
962,246980.15838325
963,158278.618634209
964,270335.559979422
965,229330.976611555
966,178045.878129505
967,147611.368192986
968,132559.871512869
969,70147.3081674284
970,131922.62974962
971,89772.2519697111
972,189810.822113047
973,121217.870384846
974,205481.567021468
975,167597.810243968
976,173865.74788211
977,84513.2910349291
978,192713.195937118
979,100148.383013782
980,132090.773719309
981,193424.528486743
982,320386.580433354
983,172373.507038484
984,244452.966545528
985,139115.25431012
986,116003.430303428
987,137042.422006716
988,364917.110744112
989,192825.806560397
990,196134.548923461
991,309763.29282217
992,193519.36550199
993,205722.152402981
994,172858.559618534
995,366541.851557185
996,107084.52240964
997,131268.897144387
998,166128.407558366
999,85311.5549346763
1000,185336.550955236
1001,73580.5603855645
1002,85706.6022186306
1003,245878.430648522
1004,159506.814035391
1005,189299.256740232
1006,138903.807177998
1007,169158.77098533
1008,90221.3224049033
1009,229743.902117739
1010,107670.141616269
1011,124737.237274728
1012,108567.757853457
1013,164657.757996656
1014,96546.3477918523
1015,131606.626874219
1016,217790.933968017
1017,222025.285381469
1018,203494.851160272
1019,169959.796428091
1020,197081.864859676
1021,141841.870429313
1022,194841.718158221
1023,113831.858358487
1024,189219.295763426
1025,284287.706906158
1026,119458.367674193
1027,146725.455135137
1028,283612.239418615
1029,129075.161082226
1030,123515.161351603
1031,139041.129818765
1032,210469.260655629
1033,322521.47700256
1034,226768.726780235
1035,122290.381648293
1036,80566.3199045712
1037,323331.466088794
1038,242135.305075574
1039,98256.1865688681
1040,74130.0981729695
1041,156204.869813898
1042,181222.593317892
1043,198111.851173558
1044,247900.510882027
1045,279710.229907224
1046,117348.847611298
1047,432390.208935047
1048,140456.568333515
1049,141730.213828516
1050,98584.3735789659
1051,186285.29278158
1052,196249.747761672
1053,178702.326516245
1054,148006.346574196
1055,249309.103152762
1056,162364.690768659
1057,217192.779866371
1058,269957.337290746
1059,344543.228374948
1060,188785.826118739
1061,219502.01673454
1062,98945.9191194302
1063,127581.567184774
1064,132197.790328572
1065,147430.073942078
1066,272713.2259629
1067,174530.388456795
1068,175869.529014925
1069,167045.220092828
1070,129467.721420484
1071,125615.149491262
1072,161083.85029479
1073,111492.786233948
1074,149373.833358201
1075,184915.204763325
1076,187765.602478106
1077,152834.808872543
1078,130920.695868426
1079,143523.977475267
1080,131155.084905268
1081,168079.848514455
1082,116007.575704208
1083,194846.272309266
1084,158150.605379054
1085,175094.430418719
1086,158325.774803955
1087,93364.5944728378
1088,250514.752727725
1089,159079.620613963
1090,200227.24567868
1091,83671.0306099029
1092,161165.495026204
1093,158014.20891624
1094,162068.928001001
1095,128385.645873967
1096,178164.889445104
1097,124332.90458818
1098,170539.332476653
1099,109242.364849449
1100,172951.619033939
1101,57341.1687125861
1102,119343.64869197
1103,137142.572847925
1104,148609.989783894
1105,110070.527940393
1106,334497.93561368
1107,192985.805989337
1108,242441.20334062
1109,164968.211180735
1110,304828.305541694
1111,179506.103725364
1112,197660.327964855
1113,116124.604381132
1114,136690.711358664
1115,114353.536333441
1116,322743.469733043
1117,194236.317521833
1118,132310.891696859
1119,130530.543166787
1120,119265.324629207
1121,109779.238497785
1122,224184.114733807
1123,88966.1638895158
1124,104863.082901087
1125,166336.668638654
1126,112815.838295817
1127,195013.388162521
1128,234631.827611357
1129,211651.419994054
1130,125899.537276813
1131,140613.530819666
1132,115762.396832007
1133,127710.27666131
1134,233294.263714819
1135,170677.068606142
1136,100607.80156023
1137,125234.876463809
1138,91650.7227840866
1139,201034.593390018
1140,116118.034184491
1141,123761.617214418
1142,187225.140434472
1143,346172.019589235
1144,101716.016105808
1145,89099.5654788397
1146,127851.419373002
1147,175582.217306045
1148,175395.965227462
1149,122388.947822844
1150,163917.421783676
1151,121653.366279908
1152,150791.00763796
1153,217866.683901329
1154,121774.368540558
1155,213910.272561768
1156,208526.014683005
1157,176119.04418632
1158,210242.061025291
1159,229827.951518741
1160,187569.385348179
1161,142585.536515952
1162,225730.371324044
1163,117505.93558163
1164,129569.303555093
1165,203313.199358817
1166,220060.019032465
1167,232596.565054389
1168,189400.940157644
1169,198627.034564522
1170,510915.951556897
1171,151679.837908699
1172,163276.137246887
1173,159812.519179793
1174,211109.803228206
1175,215399.987718553
1176,315567.753281593
1177,121930.930440292
1178,124572.07585733
1179,132163.453544181
1180,95224.1152572697
1181,235187.39034301
1182,280368.625003663
1184,134284.458600876
1185,209915.367302446
1186,125533.97944155
1187,110553.163825955
1188,272905.070184867
1189,186755.964858001
1190,191485.076893969
1191,186851.961500224
1192,176726.666324717
1193,133899.831072373
1194,164593.083439201
1195,145344.296773069
1196,162693.19583096
1197,228922.279936022
1198,145443.55686896
1199,173017.352505179
1200,135082.325181936
1201,97355.2721557266
1202,192363.328092441
1203,130313.328927607
1204,204901.180320603
1205,144749.229477192
1206,276869.76132075
1207,115185.847073617
1208,209931.347747317
1209,147841.460524519
1210,270716.574243694
1211,191649.532014675
1212,213415.065036846
1213,88854.8139872793
1214,130953.602521699
1215,123208.579910753
1216,107306.903146986
1217,139829.943366205
1218,224372.601695009
1219,74940.2785171083
1220,97447.2773427636
1221,106132.876080654
1222,127238.23989366
1223,166728.588753064
1224,153666.18304808
1225,205712.589216157
1226,146923.541297803
1227,217778.713922271
1228,147292.305244685
1229,342353.075514994
1230,134275.886571224
1231,197980.448693831
1232,139135.605454383
1233,108287.492981002
1234,130631.345916396
1235,116969.186516708
1236,139593.016808615
1237,180738.589045941
1238,210684.115550474
1239,147656.751193996
1240,242765.751666519
1241,205519.568724976
1242,244162.23289255
1243,180850.261996451
1244,427100.357128729
1245,188359.812465126
1246,179030.681339234
1247,194466.223675201
1248,152151.555790154
1249,140673.883474581
1250,120062.181673725
1251,249313.611436451
1252,193923.606623076
1253,121005.263163097
1254,266804.694765326
1255,179980.106928658
1256,133854.378628983
1257,313353.262841814
1258,95585.7035422186
1259,183963.035452645
1260,160396.328502917
1261,186959.282298508
1262,125972.760184105
1263,151126.70702295
1264,153843.342858151
1265,161654.886475663
1266,178804.221992179
1267,127791.900873003
1268,336015.454466011
1269,335706.995010805
1270,136167.988936988
1271,241512.743722399
1272,172247.809873899
1273,123576.669892345
1274,176953.685489237
1275,136407.669185593
1276,149004.11362471
1277,163906.885061969
1278,192459.899028898
1279,244995.114528048
1280,90591.7077086685
1281,211827.709639902
1282,187531.035538318
1283,147013.318328348
1284,144925.450114146
1285,179985.587141886
1286,129221.30390196
1287,160974.851621937
1288,181832.620857056
1289,265402.325631341
1290,284913.936845823
1291,159733.280796634
1292,119157.7495157
1293,118712.42528246
1294,183029.62886488
1295,119730.852396115
1296,127929.678482366
1297,142747.665904715
1298,142982.974687561
1300,151508.377932423
1301,220422.94170472
1302,162472.973106369
1303,310178.758861083
1304,220596.81569741
1305,161145.499185214
1306,323661.064830181
1307,207097.598600943
1308,139603.866355471
1309,145083.677060555
1310,167264.008967019
1311,290976.440206496
1312,199440.853289752
1313,322768.756461308
1314,325123.268002043
1315,113440.729072612
1316,191544.65695809
1317,271031.048113186
1318,197613.291980799
1319,256344.116839568
1320,107724.053911898
1321,159509.987679182
1322,70951.9582986811
1323,240821.600539287
1324,80685.6007092527
1325,275999.94848675
1326,68276.4736371963
1327,83377.8921719183
1328,141180.560760287
1329,202391.415735101
1330,181084.293997788
1331,241198.346470493
1332,128417.072221784
1333,105368.518135045
1334,124938.954329491
1335,118538.61327115
1336,163976.668241211
1337,151419.445318177
1338,64123.7735633305
1339,219084.506150459
1340,125034.835745704
1341,111716.119436824
1342,169406.224576637
1343,239404.727596654
1344,165571.943327247
1345,190293.49544116
1346,91821.0794138308
1347,236869.793440648
1348,306210.614810919
1349,228589.15047909
1350,135863.62049101
1351,201411.407288608
1352,174803.074931354
1353,137446.381713103
1354,375751.307257439
1355,229936.169138352
1356,185340.517521638
1357,113414.541528769
1358,154152.485991796
1359,166846.54503938
1360,364064.811648557
1361,168671.976173664
1362,263200.324711577
1363,127644.688660498
1364,170280.981670119
1365,142080.030989677
1366,205552.263130034
1367,194699.614856038
1368,130107.857855815
1369,139560.098317475
1370,238206.150423527
1371,111772.916990719
1372,177451.28057127
1373,240432.082575741
1374,481396.234760783
1375,233564.212182293
1376,256816.683279732
1377,96995.1974918353
1378,135816.52409875
1379,104581.41591477
1380,151918.543906645
1381,76787.787270275
1382,215827.764862233
1383,157535.666964718
1384,149540.619318085
1385,117917.118533779
1386,118144.81345134
1387,252640.480814924
1388,160582.681812105
1389,331081.314111422
1390,132654.400396097
1391,211094.889004862
1392,147533.253842653
1393,119144.160484606
1394,149436.282805749
1395,217849.914819535
1396,283392.475749153
1397,181446.696478555
1398,131398.580217843
1399,142051.724888101
1400,156031.075861388
1401,119554.883289137
1402,182968.311952098
1403,191326.59720742
1404,254500.408665781
1405,100970.993850087
1406,262321.241115164
1407,125881.366088538
1408,114350.973249623
1409,113799.725273272
1410,213427.083444668
1411,216299.483916332
1412,163812.19139068
1413,90160.7930006925
1414,244625.665508801
1415,166524.22398099
1416,206183.444411185
1417,132841.539152721
1418,326981.06567832
1419,128386.530294852
1420,225215.148870151
1421,167261.814425243
1422,135802.701452161
1423,139496.864858259
1424,195978.200481374
1425,139964.159059681
1426,154202.508989786
1427,267941.074149414
1428,145016.315649844
1429,108350.702535812
1430,195649.96925002
1431,185209.712702118
1432,129277.086063497
1433,99820.9669514367
1434,185440.496695222
1435,150000.46861478
1436,182809.430019575
1437,117738.798938638
1438,348702.122241137
1439,151218.625590818
1440,186815.884114299
1441,196960.783177362
1442,143249.617818852
1443,337923.579599882
1444,100469.446664828
1445,189700.346723146
1446,120991.530140595
1447,151371.644943044
1448,246866.239359846
1449,107016.123396091
1450,85044.8570931993
1451,135074.569340643
1452,257599.814326722
1453,130044.927823031
1454,131959.999516867
1455,188063.842264614
1456,172210.231866222
1457,209437.64234002
1458,254596.105178983
1459,136562.567779638
1460,142322.374834777
